region_code,region_name,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
TLC31,Hartlepool and Stockton-on-Tees,emp_total_jobs,,,,,,,,,,,,,,,,,,,109000.0,107000.0,109000.0,106000.0,107000.0,110000.0,115000.0,110000.0,114000.0,112000.0,116000.0,114000.0,117000.0,112000.0,110000.0,115000.0,112919.55433315506,112677.77214896734,112766.45619179144,113130.10960884078,113540.28277307826,113757.46619262134,113686.9588476613,113426.68203196446,113183.85627452472,113130.59198004892,113299.28827307526,113577.1544924253,113791.31610886006,113823.54250234348,113679.76869308956,113473.46946642031,113342.51097904885,113360.49997238789,113498.54595529035,113654.5002500846,113724.13433578578,113665.92703025098,113519.51934098199,113371.41052442859,113295.98533913585,113311.61943434781
TLC31,Hartlepool and Stockton-on-Tees,employment_rate,,,,,,,,,,,,,,,,,,,38.72003637552041,37.8526576457062,38.392177857927805,37.169376641501366,37.3619006382949,38.26472931182624,39.94234409461126,38.105531537523554,39.398379828029526,38.64774307532514,40.10219144647913,39.5024082608545,40.3995759771,37.977173006367956,36.702145407226986,37.70739064856712,38.045274977947614,37.72474836264141,37.568455051295956,37.55856553940312,37.55779158729969,37.46284966174641,37.26966199271028,37.02805555744163,36.79980665728061,36.629995691265286,36.52931366478782,36.4655121903866,36.38417351342881,36.24570765453067,36.051726319526395,35.83943238973742,35.653196071904496,35.515608671263884,35.416731719862746,35.324320484016475,35.20622776211295,35.05001763273115,34.86826013913196,34.68767040295277,34.530929546156784,34.40336819055548
TLC31,Hartlepool and Stockton-on-Tees,gdhi_per_head_gbp,,,,,,,9065.46241695902,9000.271271594891,9463.116026674159,9833.729913927324,10301.262652994923,10624.406673625937,10872.520691867905,11420.124346023971,11907.213329142687,12314.287666651082,12602.81241708676,12937.828527412648,13438.339230146212,13577.429910674804,13940.93944602553,14331.249276775101,14504.797687053926,14937.158878634715,15303.127659204974,15512.415475002772,15800.823909978159,16121.629968564202,16839.46332205171,17135.035864028552,17641.148176667,18347.72170870152,19865.87034132995,19485.04103501165,20884.851367136696,21481.48587340145,22121.496712091386,22809.38163211383,23510.385959149546,24208.71939667757,24920.1384079529,25656.004218014452,26412.81864037213,27183.37814443732,27968.327708080036,28771.46041328264,29594.130232723866,30434.906391846955,31293.196375741627,32169.795982227606,33065.66707060162,33980.96843080686,34915.66608556029,35870.00579468109,36844.4768633233,37839.45543499132,38855.20281730596,39891.98713750558,40950.16258087479,42030.096369716826
TLC31,Hartlepool and Stockton-on-Tees,gdhi_total_mn_gbp,,,,,,,2429.0,2422.0,2560.0,2678.0,2822.0,2921.0,2999.0,3152.0,3296.0,3424.0,3515.0,3628.0,3783.0,3838.0,3958.0,4087.0,4154.0,4294.0,4406.0,4478.0,4572.0,4672.0,4871.0,4945.0,5109.0,5411.0,5954.0,5942.547814857853,6198.688562661772,6416.175258206313,6640.046247509611,6870.411068931162,7107.382402134388,7351.076074563158,7601.611064294334,7859.109501802122,8123.696672209314,8395.501018939625,8674.654149245987,8961.290841798695,9255.54905633831,9557.56994529038,9867.497867182494,10185.480401680603,10511.668366058617,10846.215832924683,11189.280149046162,11541.02195513366,11901.605206467184,12271.19719426804,12649.96856773694,13038.093356699981,13435.748994814952,13843.116343305397
TLC31,Hartlepool and Stockton-on-Tees,income_per_worker_gbp,,,,,,,,,,,,,,,,,,,34706.422018348625,35869.15887850467,36311.92660550459,38556.6037735849,38822.42990654206,39036.36363636364,38313.04347826087,40709.09090909091,40105.26315789474,41714.28571428572,41991.379310344826,43377.19298245614,43666.666666666664,48312.5,54127.27272727273,51674.3288248509,54894.73102571159,56942.688303454495,58883.16855693614,60730.17247739199,62597.892382734426,64620.603118179955,66864.40680043497,69288.01372843974,71774.34079031098,74210.70527430998,76564.0656836099,78900.46974540415,81337.92079075577,83968.305107826,86800.82639702209,89760.89697067688,92742.50477829699,95678.96961963453,98585.22904296829,101544.78643378725,104653.29348057375,107958.44906980955,111434.3034675812,115003.36192686437,118589.80664316479,122168.55087245513
TLC31,Hartlepool and Stockton-on-Tees,nominal_gva_mn_gbp,,,,,,,,3316.0,3468.0,3558.0,3585.0,3786.0,4054.0,4344.0,4497.0,4818.0,5071.0,5168.0,5309.0,5296.0,5317.0,5417.0,5650.0,5756.0,6104.0,6285.0,6222.0,6267.0,6593.0,6548.0,6800.0,7398.0,7727.0,7998.43877300031,8142.5051102016005,8286.345588648628,8430.998830227341,8577.084321221835,8724.880989681527,8874.416527088128,9025.55092226786,9178.046288351517,9331.620513459033,9485.985396397247,9640.871486244707,9796.042404051685,9951.30139797048,10106.492550438796,10261.498598930855,10416.236859984798,10570.65431960903,10724.722598679451,10878.43322597157,11031.793448823593,11184.822671297228,11337.549519460925,11490.009480818762,11642.243039192177,11794.294218716997,11946.209454187558
TLC31,Hartlepool and Stockton-on-Tees,population_total,266212.0,267374.0,268261.0,268290.0,267666.0,268111.0,267940.0,269103.0,270524.0,272328.0,273947.0,274933.0,275833.0,276004.0,276807.0,278051.0,278906.0,280418.0,281508.0,282675.0,283912.0,285181.0,286388.0,287471.0,287915.0,288672.0,289352.0,289797.0,289261.0,288590.0,289607.0,294914.0,299710.0,304980.0,296803.09683293715,298683.95957427105,300162.6125903239,301209.8784501093,302308.1975125298,303654.065880578,305038.87818971305,306326.32560466375,307566.44274958986,308846.8612815748,310159.9151650345,311464.58028462203,312749.48726500967,314033.16383620305,315324.06433341344,316616.2572901498,317902.8066669323,319185.0124875074,320465.8940667781,321745.75106550433,323022.7762662195,324296.34764036484,325566.9164105532,326834.89322701225,328100.0159225237,329361.99388016446
TLC31,Hartlepool and Stockton-on-Tees,productivity_gbp_per_job,,,,,,,,,,,,,,,,,,,48706.422018348625,49495.32710280374,48779.81651376147,51103.77358490566,52803.73831775701,52327.27272727273,53078.260869565216,57136.36363636364,54578.94736842105,55955.357142857145,56836.206896551725,57438.59649122807,58119.65811965812,66053.57142857143,70245.45454545454,69551.64150435053,72108.90229143266,73540.19724221686,74765.13065098037,75816.10546368251,76843.9251390547,78011.72814504679,79389.50090451405,80916.11359807807,82446.5680938226,83849.86969811085,85092.07456809585,86250.11295475803,87452.20407197354,88790.88041237791,90266.70899229792,91794.46886540495,93262.92693094646,94607.22739659544,95846.45454627086,97064.29067524214,98350.47535532375,99744.48645849302,101216.15689990613,102691.17218651502,104101.6076907969,105427.92975533397
TLC32,South Teesside,emp_total_jobs,,,,,,,,,,,,,,,,,,,101000.0,101000.0,97000.0,98000.0,99000.0,100000.0,101000.0,99000.0,101000.0,97000.0,100000.0,95000.0,101000.0,102000.0,105000.0,104000.0,104211.21934009514,103988.08335290753,104069.92809887102,104405.53663214679,104784.07731837427,104984.51159306386,104919.44176141148,104679.23744525114,104455.13836498628,104405.98180297723,104561.6682693138,104818.10549759453,105015.75101006853,105045.49211009034,104912.80611022077,104722.41664147835,104601.55764825517,104618.15933377929,104745.55923619852,104889.4863648328,104953.75028281765,104900.03191384158,104764.915158293,104628.22846607926,104558.62005702445,104573.04845372633
TLC32,South Teesside,employment_rate,,,,,,,,,,,,,,,,,,,36.97737424031632,36.98956235121773,35.46203003670503,35.84190064478848,36.20723705865572,36.478244375054715,36.73101261219324,35.8704749758146,36.488834777833574,34.976003576927376,35.863760745679315,34.04651829552378,36.00096953106064,35.593149365604454,35.989223798131306,35.207810717392995,36.151015441355064,35.84644772234091,35.69793619455974,35.68853907764173,35.68780366031441,35.59758885653922,35.414019926877046,35.184442982639155,34.967558506998586,34.80620236334895,34.71053325605604,34.64990843240588,34.572619576736294,34.441047879435416,34.25672480012691,34.055000903050185,33.87803721950152,33.747300242361064,33.65334633615409,33.56553622002351,33.45332328910054,33.3048908016852,33.13218294344275,32.9605847004297,32.81164791031299,32.69043778530442
