region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,model,data_type,ci_lower,ci_upper
K02000001,United Kingdom,UK,boe_base_rate,2023-02-02,4.0,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2023-03-08,5.25,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2023-11-05,4.5,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2024-01-08,5.0,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2024-07-11,4.75,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2025-06-02,4.5,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2025-07-08,4.0,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2025-08-05,4.25,percent,D,Bank of England (via Global-Rates.com),2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,boe_base_rate,2026-01,4.25,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,4.0,4.5
K02000001,United Kingdom,UK,boe_base_rate,2026-07,4.0,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,3.75,4.25
K02000001,United Kingdom,UK,boe_base_rate,2027-01,3.75,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,3.5,4.0
K02000001,United Kingdom,UK,boe_base_rate,2027-07,3.5,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,3.25,3.75
K02000001,United Kingdom,UK,boe_base_rate,2028-01,3.25,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,3.0,3.5
K02000001,United Kingdom,UK,boe_base_rate,2028-07,3.0,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,2.75,3.25
K02000001,United Kingdom,UK,boe_base_rate,2030-01,3.0,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast,2.75,3.25
K02000001,United Kingdom,UK,uk_cpih_index,1988-01,46.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-02,47.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-03,47.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-04,47.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-05,48.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-06,48.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-07,48.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-08,48.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-09,48.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-10,49.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-11,49.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1988-12,49.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-01,49.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-02,49.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-03,50.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-04,50.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-05,50.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-06,51.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-07,51.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-08,51.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-09,51.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-10,51.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-11,52.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1989-12,52.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-01,52.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-02,52.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-03,53.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-04,54.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-05,55.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-06,55.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-07,55.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-08,55.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-09,56.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-10,56.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-11,56.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1990-12,57.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-01,57.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-02,57.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-03,57.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-04,58.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-05,59.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-06,59.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-07,59.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-08,59.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-09,60.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-10,60.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-11,60.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1991-12,60.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-01,60.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-02,60.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-03,61.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-04,61.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-05,62.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-06,62.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-07,62.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-08,62.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-09,62.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-10,62.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-11,62.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1992-12,62.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-01,62.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-02,62.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-03,63.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-04,63.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-05,63.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-06,63.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-07,63.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-08,63.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-09,64.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-10,64.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-11,63.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1993-12,64.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-01,64.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-02,64.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-03,64.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-04,64.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-05,65.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-06,65.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-07,64.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-08,65.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-09,65.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-10,65.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-11,65.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1994-12,65.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-01,65.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-02,65.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-03,66.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-04,66.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-05,66.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-06,66.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-07,66.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-08,66.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-09,67.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-10,67.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-11,67.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1995-12,67.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-01,67.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-02,67.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-03,67.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-04,68.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-05,68.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-06,68.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-07,68.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-08,68.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-09,69.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-10,69.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-11,69.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1996-12,69.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-01,69.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-02,69.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-03,69.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-04,69.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-05,70.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-06,70.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-07,70.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-08,70.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-09,70.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-10,70.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-11,70.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1997-12,70.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-01,70.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-02,70.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-03,70.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-04,71.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-05,71.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-06,71.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-07,71.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-08,71.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-09,71.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-10,71.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-11,71.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1998-12,72.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-01,71.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-02,71.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-03,72.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-04,72.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-05,72.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-06,72.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-07,72.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-08,72.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-09,72.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-10,72.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-11,72.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,1999-12,73.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-01,72.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-02,72.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-03,73.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-04,73.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-05,73.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-06,73.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-07,73.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-08,73.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-09,73.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-10,73.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-11,74.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2000-12,74.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-01,73.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-02,73.7,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-03,73.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-04,74.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-05,74.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-06,75.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-07,74.5,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-08,74.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-09,75.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-10,74.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-11,74.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2001-12,75.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-01,74.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-02,75.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-03,75.2,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-04,75.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-05,75.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-06,75.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-07,75.6,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-08,75.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-09,76.0,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-10,76.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-11,76.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2002-12,76.3,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2003-01,75.9,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2003-02,76.1,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2003-03,76.4,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_cpih_index,2003-04,76.8,index(2015=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
