region_code,region_name,region_level,metric_id,period,value,ci_lower,ci_upper,unit,freq,source,vintage,model,data_type
K02000001,United Kingdom,UK,boe_base_rate,2026-01,4.25,4.0,4.5,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2026-07,4.0,3.75,4.25,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2027-01,3.75,3.5,4.0,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2027-07,3.5,3.25,3.75,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2028-01,3.25,3.0,3.5,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2028-07,3.0,2.75,3.25,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,boe_base_rate,2030-01,3.0,2.75,3.25,percent,M6,forecast_exogenous_assumption,2025-11-13T13:55:12Z,exogenous_assumption,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-05,102.25050315269351,98.06984067822334,106.43116562716368,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-06,102.1476348486807,95.10683138539983,109.18843831196156,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-07,103.1085279678901,94.94911988970883,111.26793604607137,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-08,103.39353230290209,94.88904361354061,111.89802099226357,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-09,103.62192640557618,94.92015345061327,112.32369936053908,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-10,103.36345812283173,94.46532615019319,112.26159009547027,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-11,103.29400292820304,94.26208927749133,112.32591657891476,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2025-12,103.28277917379611,94.15521835232069,112.41033999527154,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-01,103.50560066587877,94.29601580530576,112.71518552645179,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-02,103.73637396380911,94.44119039608101,113.03155753153722,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-03,103.98938230694466,94.60487415790956,113.37389045597976,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-04,104.18103748452063,94.70788772433924,113.65418724470202,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-05,104.36401137198592,94.80572028944226,113.92230245452959,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-06,104.52762694771326,94.89048549881838,114.16476839660814,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-07,104.70239518533654,94.9958822624526,114.40890810822049,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-08,104.87921986479446,95.11552049860866,114.64291923098027,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-09,105.06641158748738,95.25777408128307,114.87504909369169,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-10,105.25454098273255,95.4114441616205,115.0976378038446,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-11,105.44343838320839,95.57399681108944,115.31287995532733,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2026-12,105.62685739235633,95.73727270045784,115.51644208425482,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-01,105.80544467292128,95.90050036188596,115.7103889839566,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-02,105.97864913994704,96.06199110001573,115.89530717987834,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-03,106.14903842694139,96.22328605340623,116.07479080047655,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-04,106.3174279649698,96.38426076415837,116.25059516578122,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-05,106.48488880229763,96.54519920602937,116.4245783985659,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-06,106.65118223222771,96.7052572176701,116.59710724678533,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-07,106.81635376951277,96.8640697599643,116.76863777906125,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-08,106.98025925637853,97.02124155311715,116.93927695963991,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-09,107.14320194480263,97.17694949616354,117.10945439344171,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-10,107.30549171775198,97.33145511142075,117.2795283240832,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-11,107.4675769111926,97.48520671798128,117.4499471044039,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2027-12,107.62978144488315,97.63855183778202,117.62101105198428,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-01,107.79238288541927,97.7918042778438,117.79296149299475,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-02,107.9555372975027,97.94516092559401,117.96591366941139,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-03,108.11936006547626,98.0987801435868,118.13993998736572,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-04,108.28391790083685,98.25277168024907,118.31506412142464,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-05,108.4492726598204,98.4072401899011,118.49130512973969,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-06,108.6154695929963,98.56227271986816,118.66866646612445,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-07,108.78254547722588,98.71794657419255,118.84714438025921,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-08,108.95051531021949,98.87431548951602,119.02671513092295,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-09,109.11937567270792,99.03141277099193,119.2073385744239,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-10,109.28910360719988,99.18924983505467,119.38895737934509,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-11,109.45966462865164,99.34782391563957,119.57150534166371,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2028-12,109.63101691790928,99.50712179319092,119.75491204262764,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-01,109.8031170332705,99.66712503100368,119.93910903553731,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-02,109.97592183250595,99.82781144199765,120.12403222301424,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-03,110.14939032627348,99.98915665498221,120.30962399756474,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-04,110.32348393303306,100.1511342840816,120.49583358198451,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-05,110.49816719979566,100.31371680050887,120.68261759908245,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-06,110.67340816340277,100.47687623763981,120.86994008916572,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-07,110.84917901800173,100.64058534987487,121.0577726861286,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-08,111.02545645950403,100.80481852879012,121.24609439021793,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-09,111.20222191427166,100.96955263487354,121.43489119366978,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-10,111.37946139548632,101.13476744494392,121.62415534602872,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-11,111.55716519007046,101.30044589237154,121.81388448776939,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2029-12,111.73532736395691,101.46657406816574,122.00408065974808,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-01,111.91394524359413,101.63314113005941,122.19474935712884,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-02,112.09301888253657,101.80013912120265,122.38589864387049,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-03,112.27255057021483,101.96756275410006,122.5775383863296,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-04,112.45254436440518,102.13540914351735,122.76967958529302,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-05,112.63300566056347,102.30367750800723,122.96233381311971,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-06,112.81394078876775,102.47236883956464,123.15551273797087,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-07,112.99535665134408,102.64148556478845,123.34922773789971,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-08,113.17726040447548,102.81103121108872,123.54348959786223,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-09,113.35965919343619,102.98101009720118,123.7383082896712,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-10,113.54255994152561,103.15142705646431,123.9336928265869,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-11,113.72596919222303,103.32228719953676,124.1296511849093,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2030-12,113.90989299847416,103.49359571637444,124.32619028057388,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-01,114.09433685336694,103.6653577165749,124.52331599015898,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-02,114.27930565517522,103.83757810494208,124.72103320540836,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-03,114.46480370108975,104.01026148962305,124.91934591255645,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-04,114.65083470402664,104.18341211946282,125.11825728859046,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-05,114.8374018277321,104.3570338473742,125.31776980808999,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-06,115.02450773543785,104.53113011595804,125.51788535491767,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-07,115.21215464777526,104.70570396156675,125.71860533398377,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-08,115.40034440590898,104.8807580328475,125.91993077897047,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-09,115.58907853645007,105.05629462007855,126.1218624528216,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-10,115.77835831527204,105.2323156919243,126.32440093861979,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-11,115.96818482803951,105.40882293673262,126.5275467193464,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-12,116.15855902584292,105.58581780594564,126.7313002457402,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-01,116.34948177487735,105.76330155765397,126.93566199210072,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-02,116.5409538995325,105.94127529870846,127.14063250035653,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-03,116.73297621862929,106.11974002416873,127.34621241308984,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-04,116.92554957482423,106.29869665318245,127.55240249646602,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-05,117.11867485744813,106.47814606069227,127.75920365420399,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-06,117.31235301923186,106.6580891046326,127.96661693383113,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-07,117.5065850875095,106.83852664850806,128.17464352651095,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-08,117.70137217058169,107.01945957944032,128.38328476172305,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-09,117.8967154599722,107.20088882192317,128.59254209802123,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-10,118.09261622931166,107.38281534762994,128.80241711099336,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-11,118.2890758305673,107.5652401816994,129.01291147943522,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-12,118.48609568828738,107.74816440596526,129.22402697060951,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-01,118.68367729247007,107.93158915961614,129.43576542532398,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-02,118.88182219059655,108.11551563777103,129.64812874342206,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-03,119.0805319792891,108.29994508843386,129.86111887014437,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-04,119.2798082959792,108.48487880826148,130.0747377836969,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-05,119.47965281089478,108.67031813753783,130.28898748425172,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-06,119.68006721959938,108.85626445469575,130.503869984503,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-07,119.88105323625268,109.0427191706808,130.71938730182455,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-08,120.08261258769824,109.22968372339548,130.935541452001,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-09,120.28474700843441,109.41715957241375,131.15233444445508,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-10,120.48745823647852,109.60514819410653,131.3697682788505,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-11,120.69074801010208,109.79365107727817,131.58784494292598,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-12,120.89461806538355,109.98266971937204,131.80656641139507,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-01,121.09907013450788,110.1722056232732,132.02593464574258,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-02,121.30410594472704,110.36226029470701,132.24595159474705,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-03,121.50972721789009,110.55283524021286,132.46661919556732,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-04,121.71593567044607,110.74393196565232,132.6879393752398,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-05,121.9227330138259,110.93555197520129,132.90991405245052,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-06,122.1301209551155,111.12769677076861,133.1325451394624,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-07,122.338101197936,111.32036785177687,133.35583454409513,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-08,122.54667544345807,111.51356671524228,133.57978417167385,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-09,122.75584539148696,111.70729485609246,133.80439592688145,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-10,122.96561274156448,111.90155376766349,134.02967171546547,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-11,123.17597919404312,112.09634494232183,134.2556134457644,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-12,123.38694645109865,112.29166987216443,134.48222303003286,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-01,123.59851621765847,112.48753004975772,134.70950238555923,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-02,123.81069020222554,112.68392696887862,134.93745343557248,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-03,124.02347011759042,112.88086212523189,135.16607810994896,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-04,124.23685768142758,113.0783370171225,135.39537834573267,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-05,124.45085461677746,113.27635314606779,135.62535608748712,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-06,124.66546265241897,113.47491201733862,135.8560132874993,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-07,124.88068352314156,113.67401514042481,136.0873519058583,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-08,125.09651896992739,113.87366402942348,136.3193739104313,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-09,125.31297074005579,114.07386020335217,136.55208127675942,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-10,125.53004058714015,114.27460518638885,136.78547598789146,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-11,125.747730271112,114.47590050804715,137.01956003417686,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast
