region_code,metric,year,value,ci_lower,ci_upper,ci_width
TLJ46,population_total,2044,444367.2259570903,436475.38561438525,452401.7573794015,15926.371765016229
TLJ46,population_total,2045,447305.68528734415,439167.27582054975,455594.91133883386,16427.635518284107
TLD37,employment_rate_pct,2037,74.53796153889499,64.4992240152251,84.57669906256487,20.077475047339775
TLK30,emp_total_jobs,2029,242088.38909552537,235134.9338389085,249247.47326153584,14112.539422627335
TLJ46,population_total,2043,441423.15268269484,433780.3716654589,449200.59194058186,15420.220275122963
TLJ46,population_total,2040,432535.8927626516,425658.6706431682,439524.2278168469,13865.55717367871
TLJ46,population_total,2042,438472.2126466564,431081.2892685371,445989.8540005755,14908.564732038416
TLD37,gdhi_total_mn_gbp,2024,13346.903588259409,12886.414317881226,13823.848201675775,937.4338837945488
TLJ46,population_total,2041,435512.69446460885,428376.78443841694,442767.47463911824,14390.690200701298
TLK30,emp_total_jobs,2046,265373.1916177725,248597.939755159,283280.42822382896,34682.488468669966
TLK30,emp_total_jobs,2045,263850.3004127618,247705.28303125565,281047.62311072863,33342.34007947298
TLD37,employment_rate_pct,2036,74.51002044232538,64.86455061973277,84.15549026491799,19.29093964518522
TLJ46,population_total,2039,429503.36732838076,422889.53264624125,436220.6399200116,13331.10727377038
TLJ46,population_total,2038,426393.59441284346,420048.6211517519,432834.41059224657,12785.789440494671
TLJ46,population_total,2037,423128.9746792271,417059.9670766941,429286.2977667918,12226.330690097646
TLJ45,productivity_gbp_per_job,2035,87100.88506825482,70076.3343944551,104582.9246146983,34506.590220243204
TLE45,population_total,2049,400879.14350582456,391293.1954552568,410699.92927167955,19406.733816422755
TLK30,emp_total_jobs,2030,243809.2871232142,236318.19210638155,251537.84377620305,15219.651669821498
TLJ45,productivity_gbp_per_job,2036,88957.2898836823,71032.34028488096,107097.55811818759,36065.217833306626
TLD37,employment_rate_pct,2033,74.37787258394813,66.02250274897165,82.73324241892462,16.71073966995297
TLD37,gdhi_total_mn_gbp,2025,13742.345486342207,13076.644645261591,14441.935572090451,1365.2909268288604
TLF16,nominal_gva_mn_gbp,2044,12792.295189436554,10475.820371728445,15621.002499748007,5145.182128019562
TLF16,nominal_gva_mn_gbp,2045,13077.004027173372,10658.746339018448,16043.916318816913,5385.169979798466
TLF16,nominal_gva_mn_gbp,2046,13369.129071415411,10846.88867365977,16477.869138843045,5630.980465183275
TLJ45,productivity_gbp_per_job,2039,94242.92425564473,73566.35834176614,116144.19333801663,42577.83499625049
TLF16,nominal_gva_mn_gbp,2047,13668.67566661862,11040.166879699176,16922.995504964863,5882.828625265687
TLK30,emp_total_jobs,2028,240045.68651410917,233628.18561888306,246639.46886968636,13011.283250803303
TLJ45,productivity_gbp_per_job,2038,92521.62283421375,72396.27106954227,112271.0844305959,39874.81336105363
TLJ46,population_total,2050,461939.6595686411,452597.4522978769,471474.70229671255,18877.249998835672
TLJ46,population_total,2046,450239.46087060677,441856.70481635944,458781.2517393065,16924.546922947047
TLK30,emp_total_jobs,2049,269680.8131161764,251000.68569891597,289751.164465907,38750.478766991
TLJ45,productivity_gbp_per_job,2028,76178.51079483521,66374.7521108793,85718.16441603359,19343.412305154285
TLJ45,productivity_gbp_per_job,2037,90520.88149317238,71442.7270565251,110115.1860242956,38672.45896777051
TLJ46,population_total,2049,459018.9644025651,449914.2972725352,468307.87765246973,18393.580379934516
TLK30,emp_total_jobs,2048,268125.0892778546,250092.95570282594,287457.37079329096,37364.415090465016
TLJ46,population_total,2048,456095.6135078561,447229.92310413736,465137.0534808099,17907.130376672547
TLK30,emp_total_jobs,2047,266738.8616692873,249338.2218084775,285353.8451047391,36015.62329626162
TLD37,gdhi_total_mn_gbp,2026,14038.545806262888,13210.250800894886,14918.775678444359,1708.5248775494729
TLJ46,population_total,2047,453169.2558553554,444544.1415676689,461961.71594634803,17417.574378679157
TLJ45,productivity_gbp_per_job,2029,77174.66359858407,66688.77004573043,87897.59631737892,21208.82627164849
TLK30,emp_total_jobs,2044,262087.3203792626,246581.2752140962,278568.4494653598,31987.174251263583
TLJ45,productivity_gbp_per_job,2033,83768.62798681964,68484.16605489154,99492.86816415431,31008.70210926277
TLJ45,productivity_gbp_per_job,2032,82031.09261561162,68412.309212884,95884.79327541975,27472.484062535746
TLD37,employment_rate_pct,2026,73.36665503814618,69.41728171148826,77.31602836480408,7.8987466533158255
TLD37,employment_rate_pct,2027,73.62212635683329,68.78987950238636,78.45437321128023,9.664493708893872
TLD37,employment_rate_pct,2025,73.04745874712708,70.24854810366013,75.84636939059402,5.597821286933893
TLK30,emp_total_jobs,2035,248825.4160138202,238660.3295398077,259423.45665002317,20763.127110215486
